Area,Year,Month,Time,Crime Type,Latitude,Longitude,Cluster
Thimmaiah Road,2020.0,3.0,,MISSING PERSON,12.9936,77.5442,-1
Thirumenahalli,2022.0,5.0,,FORGERY,13.0945,77.7507,-1
Twelth main road,2016.0,7.0,,PUBLIC SAFETY,13.0001,77.552,-1
U.A.S LAYOUT,2023.0,8.0,,THEFT,13.0285,77.5794,-1
U.A.S LAYOUT,2022.0,3.0,,THEFT,13.0262,77.5852,-1
UDAYANAGAR,2023.0,10.0,,CASES OF HURT,12.9967,77.6928,-1
UNANI MEDICAL HOSPITAL,2023.0,8.0,,CYBER CRIME,12.9943,77.5123,-1
Ullal,2022.0,12.0,,THEFT,12.9601,77.4753,-1
Upakar Layout,2023.0,10.0,,CYBER CRIME,12.958,77.4838,-1
V V Puram,2017.0,,,Assault,12.93628,77.56139,-1
V V Puram,2016.0,,,Assault,12.928718,77.54772,-1
V V Puram,2017.0,,,Assault,12.94946,77.5713,-1
V.B. LAYOUT,2018.0,5.0,,BURGLARY - NIGHT,13.0093,77.6934,-1
V.B. LAYOUT,2020.0,9.0,,THEFT,13.0104,77.7028,-1
V.B. LAYOUT,2017.0,11.0,,THEFT,13.0055,77.6951,-1
V.B. LAYOUT,2018.0,11.0,,CRIMES RELATED TO WOMEN,13.0015,77.7027,-1
V.V PURAM,2017.0,12.0,,MISSING PERSON,12.9504,77.5799,-1
V.V PURAM,2018.0,7.0,,THEFT,12.9545,77.5748,-1
VALAGERE HALLI POLICE QUARTARS,2017.0,2.0,,CrPC,12.9222,77.4849,-1
VARTHUR,2020.0,6.0,,CRUELTY BY HUSBAND,12.9521,77.7209,0
VARTHUR,2022.0,10.0,,CRUELTY BY HUSBAND,12.9301,77.7402,0
VARTHUR,2021.0,9.0,,CHEATING,12.9436,77.7407,0
VARTHUR,2021.0,7.0,,BURGLARY - NIGHT,12.9328,77.7488,0
VARTHUR,2024.0,2.0,,THEFT,12.9826,77.4064,0
VARTHUR SARJAPURA MAIN ROAD,2019.0,9.0,,MOTOR VEHICLE ACCIDENTS FATAL,12.9379,77.7464,-1
VARTHUR WHITEFIELD MAIN ROAD,2023.0,8.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9684,77.7479,-1
VASANTH NAGAR,2022.0,6.0,,MISSING PERSON,12.9947,77.5918,-1
VASANTHAPURA GUDDA,2023.0,7.0,,MISSING PERSON,12.8942,77.5505,-1
VEERABHADRA NAGARA,2021.0,2.0,,THEFT,12.9406,77.535,-1
VEERASANDRA GATE,2024.0,2.0,,IMMORAL TRAFFIC,12.84,77.6632,-1
VELLARA JUCTION TO ELGIN APARTMENT HOSUR ROAD,2023.0,3.0,,THEFT,12.9654,77.6018,-1
VENKATESHWARA LAYOUT,2021.0,3.0,,BURGLARY - NIGHT,12.8706,77.5831,-1
VENKATESHWARA NAGAR,2017.0,7.0,,CHEATING,12.959,77.5417,-1
VENKATESHWARA NAGAR,2024.0,2.0,,CRIMINAL TRESPASS,12.7564,77.5264,-1
VENKATESHWARA NAGAR,2018.0,12.0,,THEFT,12.9531,77.5408,-1
VGBCS LAYOUT,2021.0,3.0,,THEFT,12.9967,77.5463,-1
VICTORIA HOSPITAL NEW OPD,2023.0,7.0,,THEFT,12.963,77.5742,-1
VIDYA NAGAR,2022.0,3.0,,THEFT,12.9324,77.5411,-1
VIDYARANYAPURA,2024.0,1.0,,CYBER CRIME,13.0424,77.5223,-1
VIGNANA NAGARA,2023.0,3.0,,KIDNAPPING AND ABDUCTION,12.9713,77.6819,-1
VINAYAKA LAYOUT,2023.0,10.0,,BURGLARY - NIGHT,12.9596,77.5003,-1
VINOBANAGARA,2017.0,12.0,,THEFT,12.9601,77.5816,-1
VINOBANAGARA,2018.0,4.0,,RIOTS,12.9563,77.5838,-1
VISHWAPRIYA LAYOUT,2024.0,1.0,,CHEATING,12.84,77.6632,-1
VR PURA,2020.0,3.0,,MURDER,13.0021,77.5792,-1
VSOUTH CROSS ROAD,2019.0,12.0,,MISSING PERSON,12.9385,77.5774,-1
VYDEHI CIRCLE,2022.0,5.0,,CASES OF HURT,12.9836,77.752,-1
VYDEHI CIRCLE,2023.0,11.0,,CHEATING,12.9844,77.7493,-1
VYDEHI WHITEFIELD,2024.0,2.0,,CYBER CRIME,12.9798,77.7616,-1
Vajarahalli,2023.0,8.0,,Karnataka State Local Act,13.1062,77.4069,-1
Veerasandra gate junction,2017.0,9.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8399,77.6771,-1
Vidhanasoudha,2021.0,10.0,,THEFT,12.9797,77.5912,-1
Vinayakalayout,2020.0,10.0,,THEFT,12.9477,77.5201,-1
Vinayakanagar,2023.0,12.0,,BURGLARY - NIGHT,12.9563,77.5892,-1
Viveknagar,2018.0,6.0,,CRIMES RELATED TO WOMEN,12.944,77.6275,-1
WEAVERS COLONY,2022.0,1.0,,THEFT,12.8446,77.5842,-1
WEAVERS COLONY,2022.0,10.0,,THEFT,12.8895,77.5798,-1
WHITE FEATHER,2021.0,9.0,,THEFT,12.8575,77.6532,-1
WILLIAMS TOWN,2024.0,1.0,,CRIMES RELATED TO WOMEN,13.0056,77.5937,-1
WIPRO,2019.0,10.0,,THEFT,12.8965,77.7018,-1
West Division PSs Jurisdiction,2024.0,1.0,,CYBER CRIME,12.9857,77.5428,-1
West Division PSs Jurisdiction,2024.0,1.0,,CYBER CRIME,12.986,77.5428,-1
West Division PSs Jurisdiction,2024.0,2.0,,CYBER CRIME,12.9881,77.5376,-1
Wind Tunnel Road to Manipal Hospita Old Airport Road,2023.0,12.0,,CASES OF HURT,12.9573,77.6469,-1
YAMARE,2021.0,7.0,,THEFT,12.9134,77.7533,-1
YAMARE,2021.0,12.0,,THEFT,12.8613,77.7724,-1
YAMARE,2022.0,12.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8718,77.7674,-1
YARANDANAHALLY,2022.0,5.0,,KIDNAPPING AND ABDUCTION,12.8029,77.6958,-1
YARANDANAHALLY,2019.0,4.0,,THEFT,12.8003,77.6861,-1
YARANDANAHALLY,2021.0,6.0,,Karnataka State Local Act,12.8089,77.6688,-1
YARANDANAHALLY,2023.0,2.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.7982,77.6995,-1
YELAHANA NEW TOWN,2024.0,2.0,,CYBER CRIME,13.0559,77.5647,-1
YELAHANKA,2022.0,4.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.1125,77.6059,-1
YELAHANKA,2024.0,1.0,,CYBER CRIME,13.045,77.5223,-1
YPR CENPS,2024.0,2.0,,CYBER CRIME,13.0181,77.5584,0
YPR CENPS,2023.0,12.0,,CYBER CRIME,13.0179,77.5585,0
YPR CENPS,2023.0,10.0,,CYBER CRIME,13.0184,77.5587,0
YPR CENPS,2024.0,1.0,,CYBER CRIME,13.0181,77.5584,0
YPR CENPS,2023.0,10.0,,CYBER CRIME,13.0184,77.5587,0
YPR CENPS,2023.0,12.0,,CYBER CRIME,13.018,77.5585,0
Yamaluru,2024.0,2.0,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.9564,77.6955,-1
Yarrappanahalli,2024.0,1.0,,WRONGFUL RESTRAINT/CONFINEMENT,13.0554,77.6842,-1
Yogeshnagara,2023.0,11.0,,CYBER CRIME,13.0419,77.5997,-1
c.v raman road,2018.0,1.0,,NEGLIGENT ACT,13.0147,77.5726,-1
cholarapalya,2017.0,11.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9739,77.5496,-1
domlur layout,2019.0,5.0,,THEFT,12.9519,77.6398,-1
halasoor road,2018.0,11.0,,ROBBERY,12.976,77.6205,-1
industrial area,2019.0,8.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.977,77.5487,-1
k.r.pura,2018.0,1.0,,CHEATING,13.0081,77.7027,-1
k.r.pura,2022.0,9.0,,THEFT,13.0171,77.717,-1
kammanahalli main road,2023.0,11.0,,Failure to appear to Court,13.0196,77.6402,-1
kottanoor,2018.0,1.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.073,77.6437,-1
magadi road,2022.0,7.0,,PUBLIC SAFETY,12.9783,77.5418,-1
magadi road,2017.0,11.0,,NEGLIGENT ACT,12.9748,77.5521,-1
magadi road,2022.0,7.0,,PUBLIC SAFETY,12.974,77.5497,-1
notknown,2024.0,1.0,,CYBER CRIME,12.9636,77.5988,-1
rajaji nagar,2019.0,3.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9781,77.5545,-1
sarabande palya,2023.0,10.0,,THEFT,12.9142,77.5708,-1
siddaiah road,2021.0,11.0,,THEFT,12.9541,77.5919,-1
singasandra,2021.0,9.0,,MOTOR VEHICLE ACCIDENTS FATAL,12.8844,77.6429,-1
subbaiahnapalya,2023.0,12.0,,CYBER CRIME,13.1245,77.6365,-1
v.Nagenahalli,2020.0,5.0,,MOLESTATION,13.0395,77.6049,-1
v.Nagenahalli,2024.0,1.0,,KIDNAPPING AND ABDUCTION,13.0351,77.6033,-1
