Area,year,Crime Type,Latitude,Longitude
Riverside,2016,ROBBERY - STREET,39.27289,-76.60784
Riverside,2016,AGG. ASSAULT,39.27758,-76.60701
Riverside,2014,AUTO THEFT,39.27198,-76.60236
Riverside,2013,LARCENY,39.27154,-76.59896
Riverside,2016,COMMON ASSAULT,39.27003,-76.60566
Riverside,2015,AGG. ASSAULT,39.27249,-76.60506
Riverside,2017,ROBBERY - STREET,39.27338,-76.60176
Riverside,2016,AGG. ASSAULT,39.2771,-76.60701
Riverside,2013,COMMON ASSAULT,39.27072,-76.60578
Riverside,2017,BURGLARY,39.27133,-76.5986
Riverside,2016,AGG. ASSAULT,39.2771,-76.60701
Riverside,2015,COMMON ASSAULT,39.2771,-76.60701
Riverside,2012,COMMON ASSAULT,39.2771,-76.60701
Riverside,2014,LARCENY,39.27248,-76.60583
Riverside,2012,LARCENY FROM AUTO,39.27543,-76.60828
Riverside,2013,LARCENY,39.27634,-76.61222
Riverside,2017,COMMON ASSAULT,39.27129,-76.59854
Riverside,2016,BURGLARY,39.27549,-76.61039
Riverside,2015,BURGLARY,39.27731,-76.60936
Riverside,2014,LARCENY,39.27154,-76.59896
Riverside,2013,BURGLARY,39.27245,-76.60671
Rognel Heights,2012,BURGLARY,39.2971,-76.68616
Rognel Heights,2013,BURGLARY,39.30014,-76.69114
Rognel Heights,2012,AGG. ASSAULT,39.29349,-76.69296
Rognel Heights,2013,BURGLARY,39.29681,-76.69175
Rognel Heights,2013,AUTO THEFT,39.29782,-76.69352
Rognel Heights,2017,COMMON ASSAULT,39.29536,-76.68975
Rognel Heights,2014,ROBBERY - COMMERCIAL,39.29783,-76.6862
Rognel Heights,2015,COMMON ASSAULT,39.29829,-76.6915
Rognel Heights,2013,AGG. ASSAULT,39.29857,-76.68624
Rognel Heights,2013,LARCENY,39.2935,-76.69257
Rognel Heights,2013,COMMON ASSAULT,39.29782,-76.69352
Rognel Heights,2012,BURGLARY,39.29917,-76.68685
Rognel Heights,2013,LARCENY,39.29349,-76.69272
Rognel Heights,2015,ROBBERY - COMMERCIAL,39.29349,-76.69299
Rognel Heights,2012,COMMON ASSAULT,39.29778,-76.68921
Rognel Heights,2013,ROBBERY - COMMERCIAL,39.29349,-76.69301
Rognel Heights,2012,BURGLARY,39.29541,-76.68701
Rognel Heights,2012,COMMON ASSAULT,39.29418,-76.686
Rognel Heights,2014,COMMON ASSAULT,39.29847,-76.68681
Rognel Heights,2012,AGG. ASSAULT,39.29845,-76.68739
Rognel Heights,2017,COMMON ASSAULT,39.29349,-76.69296
Rognel Heights,2017,ROBBERY - STREET,39.2935,-76.69266
Rognel Heights,2014,LARCENY FROM AUTO,39.29772,-76.68673
Rognel Heights,2017,BURGLARY,39.29372,-76.68623
Rognel Heights,2012,ROBBERY - COMMERCIAL,39.2935,-76.69257
Rognel Heights,2012,AUTO THEFT,39.29369,-76.68716
Rognel Heights,2017,AGG. ASSAULT,39.29351,-76.68939
Rognel Heights,2013,LARCENY FROM AUTO,39.29372,-76.68623
Rognel Heights,2012,AGG. ASSAULT,39.2935,-76.69257
Rognel Heights,2012,AUTO THEFT,39.2936,-76.68962
Rognel Heights,2012,LARCENY,39.2936,-76.68962
Rognel Heights,2014,LARCENY,39.2935,-76.69257
Rognel Heights,2014,ASSAULT BY THREAT,39.29355,-76.69114
Rognel Heights,2015,ROBBERY - STREET,39.2935,-76.69257
Rognel Heights,2014,ROBBERY - STREET,39.29561,-76.68607
Rognel Heights,2014,LARCENY FROM AUTO,39.29624,-76.69077
Rognel Heights,2014,COMMON ASSAULT,39.29782,-76.69352
Rognel Heights,2014,LARCENY,39.2935,-76.69257
Rognel Heights,2013,BURGLARY,39.29772,-76.68691
Rognel Heights,2016,COMMON ASSAULT,39.29346,-76.69365
Rognel Heights,2014,AUTO THEFT,39.2935,-76.69257
Rognel Heights,2012,BURGLARY,39.2991,-76.6887
Rognel Heights,2014,AUTO THEFT,39.29346,-76.69365
Rognel Heights,2015,LARCENY,39.2935,-76.69266
Rognel Heights,2017,COMMON ASSAULT,39.2935,-76.69257
Rognel Heights,2012,LARCENY,39.29829,-76.6915
Rognel Heights,2013,LARCENY FROM AUTO,39.29646,-76.68723
Rognel Heights,2012,SHOOTING,39.29776,-76.69065
Rognel Heights,2013,COMMON ASSAULT,39.2935,-76.69257
Rognel Heights,2015,AUTO THEFT,39.29718,-76.68819
Rognel Heights,2013,ARSON,39.29716,-76.68616
Rognel Heights,2016,AUTO THEFT,39.2957,-76.68755
Rognel Heights,2013,LARCENY,39.29787,-76.6907
Rognel Heights,2013,AUTO THEFT,39.2957,-76.68755
Rognel Heights,2016,COMMON ASSAULT,39.29847,-76.69025
Rognel Heights,2017,LARCENY,39.29373,-76.68622
Rognel Heights,2013,AGG. ASSAULT,39.29346,-76.69365
Rognel Heights,2017,AUTO THEFT,39.29589,-76.68784
Rognel Heights,2012,LARCENY FROM AUTO,39.29368,-76.68944
Rognel Heights,2013,AGG. ASSAULT,39.29783,-76.6935
Rognel Heights,2017,ROBBERY - CARJACKING,39.29349,-76.69294
Rognel Heights,2014,LARCENY FROM AUTO,39.29845,-76.69022
Rognel Heights,2014,BURGLARY,39.29782,-76.69351
Rognel Heights,2016,LARCENY FROM AUTO,39.29454,-76.6891
Rognel Heights,2017,ROBBERY - STREET,39.29898,-76.69101
Rognel Heights,2017,AUTO THEFT,39.29561,-76.68607
Rognel Heights,2013,LARCENY,39.2935,-76.69266
Rognel Heights,2017,ASSAULT BY THREAT,39.2972,-76.68616
Rognel Heights,2013,LARCENY,39.29561,-76.68607
Rognel Heights,2015,LARCENY,39.29561,-76.68607
Rognel Heights,2015,COMMON ASSAULT,39.29621,-76.69073
Rognel Heights,2015,BURGLARY,39.29779,-76.68911
Rognel Heights,2017,BURGLARY,39.29838,-76.68811
Rognel Heights,2017,BURGLARY,39.29741,-76.69266
Rognel Heights,2012,ROBBERY - STREET,39.29349,-76.69282
Rognel Heights,2017,LARCENY,39.29659,-76.6873
Rognel Heights,2013,ASSAULT BY THREAT,39.29783,-76.6935
Rognel Heights,2012,BURGLARY,39.29636,-76.68697
Rognel Heights,2012,BURGLARY,39.29808,-76.68848
Rognel Heights,2015,COMMON ASSAULT,39.29663,-76.68884
Rognel Heights,2013,AGG. ASSAULT,39.29369,-76.68716
Rognel Heights,2013,LARCENY FROM AUTO,39.29566,-76.68608
Rognel Heights,2012,AGG. ASSAULT,39.2935,-76.69257
Roland Park,2013,LARCENY FROM AUTO,39.3494,-76.638
Roland Park,2015,BURGLARY,39.34134,-76.63547
Roland Park,2014,LARCENY FROM AUTO,39.34697,-76.63282
Roland Park,2017,LARCENY,39.34657,-76.63267
Roland Park,2014,AUTO THEFT,39.35105,-76.63489
Roland Park,2016,AUTO THEFT,39.34298,-76.63044
Roland Park,2014,LARCENY FROM AUTO,39.33567,-76.62588
Roland Park,2014,BURGLARY,39.33589,-76.62709
Roland Park,2012,LARCENY FROM AUTO,39.35161,-76.63052
Roland Park,2012,LARCENY FROM AUTO,39.35269,-76.63394
Roland Park,2014,LARCENY FROM AUTO,39.3437,-76.63085
Roland Park,2016,BURGLARY,39.33735,-76.62839
Roland Park,2016,LARCENY,39.3494,-76.638
Roland Park,2013,BURGLARY,39.33726,-76.62503
Roland Park,2012,COMMON ASSAULT,39.34426,-76.64051
Roland Park,2015,BURGLARY,39.34763,-76.63781
Roland Park,2017,LARCENY,39.34538,-76.64088
Roland Park,2015,LARCENY,39.34538,-76.64088
Roland Park,2012,BURGLARY,39.35378,-76.63754
Roland Park,2012,BURGLARY,39.34172,-76.62839
Roland Park,2013,SHOOTING,39.33776,-76.63316
Roland Park,2015,AUTO THEFT,39.34605,-76.63586
Roland Park,2013,BURGLARY,39.33815,-76.62621
Roland Park,2013,BURGLARY,39.34459,-76.63375
Roland Park,2017,LARCENY,39.33555,-76.62707
Roland Park,2015,LARCENY,39.33723,-76.62859
Roland Park,2012,LARCENY,39.34407,-76.6375
Roland Park,2017,LARCENY,39.34426,-76.64051
Roland Park,2016,LARCENY FROM AUTO,39.34446,-76.63231
Roland Park,2012,LARCENY,39.34538,-76.64088
Roland Park,2014,LARCENY,39.33589,-76.62709
Roland Park,2014,LARCENY FROM AUTO,39.35083,-76.63192
Roland Park,2017,LARCENY,39.35737,-76.64473
Roland Park,2013,LARCENY FROM AUTO,39.338,-76.62606
Roland Park,2014,LARCENY,39.34538,-76.64088
Roland Park,2015,BURGLARY,39.34777,-76.6377
Roland Park,2014,LARCENY FROM AUTO,39.3523,-76.63068
Roland Park,2012,BURGLARY,39.35276,-76.64308
Roland Park,2013,LARCENY FROM AUTO,39.33994,-76.62676
Roland Park,2012,LARCENY FROM AUTO,39.33834,-76.62686
Roland Park,2017,BURGLARY,39.36125,-76.64383
Roland Park,2012,COMMON ASSAULT,39.33726,-76.62503
Roland Park,2013,LARCENY FROM AUTO,39.35909,-76.64352
Roland Park,2016,BURGLARY,39.3456,-76.63716
Roland Park,2016,AUTO THEFT,39.34824,-76.63421
Roland Park,2016,BURGLARY,39.34456,-76.63381
Roland Park,2015,LARCENY FROM AUTO,39.34904,-76.63211
Roland Park,2014,LARCENY FROM AUTO,39.33723,-76.62736
Roland Park,2014,LARCENY,39.35806,-76.64259
Roland Park,2017,LARCENY FROM AUTO,39.34085,-76.62779
Roland Park,2017,BURGLARY,39.3394,-76.62924
Roland Park,2017,BURGLARY,39.34738,-76.63287
Roland Park,2014,AUTO THEFT,39.33779,-76.63413
Roland Park,2013,LARCENY,39.34818,-76.63845
Roland Park,2016,LARCENY,39.34538,-76.64088
Roland Park,2013,LARCENY,39.34426,-76.64051
Roland Park,2015,BURGLARY,39.34657,-76.63267
Roland Park,2016,LARCENY,39.34426,-76.64051
Roland Park,2015,LARCENY,39.35161,-76.63195
Roland Park,2015,LARCENY,39.3373,-76.6269
Roland Park,2015,LARCENY,39.33715,-76.62528
Roland Park,2012,LARCENY,39.33696,-76.62453
Roland Park,2012,LARCENY,39.34565,-76.63668
Roland Park,2012,LARCENY FROM AUTO,39.34641,-76.64121
Roland Park,2015,BURGLARY,39.34914,-76.64049
Roland Park,2012,LARCENY,39.34538,-76.64088
Roland Park,2016,BURGLARY,39.33604,-76.6271
Roland Park,2017,BURGLARY,39.35425,-76.64345
Roland Park,2012,LARCENY,39.34697,-76.63282
Roland Park,2013,COMMON ASSAULT,39.33696,-76.62453
Roland Park,2013,LARCENY,39.33768,-76.63321
Rosebank,2013,AUTO THEFT,39.36409,-76.61211
Rosebank,2014,BURGLARY,39.36406,-76.613
Rosebank,2012,LARCENY,39.36246,-76.60999
Rosebank,2014,ROBBERY - STREET,39.36076,-76.60998
Rosebank,2016,LARCENY,39.36468,-76.60997
Rosebank,2015,LARCENY FROM AUTO,39.36268,-76.60999
Rosebank,2015,LARCENY,39.36076,-76.60998
Rosebank,2014,ROBBERY - STREET,39.36292,-76.60999
Rosebank,2015,BURGLARY,39.36314,-76.60999
Rosebank,2016,ROBBERY - STREET,39.36273,-76.61265
Rosebank,2012,LARCENY FROM AUTO,39.36273,-76.61265
Rosebank,2014,BURGLARY,39.36406,-76.61312
Rosebank,2017,LARCENY,39.36034,-76.60997
Rosebank,2015,BURGLARY,39.36461,-76.6102
Rosebank,2016,ROBBERY - COMMERCIAL,39.36292,-76.60999
Rosebank,2015,BURGLARY,39.36273,-76.61265
Rosebank,2015,LARCENY,39.3627,-76.61254
Rosebank,2013,COMMON ASSAULT,39.36407,-76.6128
Rosebank,2014,AUTO THEFT,39.36409,-76.61211
Rosebank,2014,ROBBERY - STREET,39.36292,-76.60999
Rosebank,2015,BURGLARY,39.36268,-76.60999
Rosebank,2017,LARCENY FROM AUTO,39.36288,-76.61173
Rosebank,2017,LARCENY FROM AUTO,39.36345,-76.61253
Rosebank,2012,ROBBERY - STREET,39.35929,-76.60996
Rosebank,2013,BURGLARY,39.36497,-76.61248
Rosebank,2017,ROBBERY - COMMERCIAL,39.36002,-76.60997
Rosebank,2015,ROBBERY - STREET,39.36076,-76.60998
Rosebank,2012,LARCENY FROM AUTO,39.3628,-76.61209
Rosemont,2012,ROBBERY - STREET,39.30047,-76.67002
Rosemont,2016,AGG. ASSAULT,39.30586,-76.67078
Rosemont,2014,ASSAULT BY THREAT,39.30242,-76.66929
Rosemont,2012,COMMON ASSAULT,39.30437,-76.67224
Rosemont,2013,COMMON ASSAULT,39.30296,-76.66714
Rosemont,2013,AGG. ASSAULT,39.30584,-76.66955
Rosemont,2015,ROBBERY - STREET,39.30808,-76.66987
Rosemont,2017,ROBBERY - RESIDENCE,39.30267,-76.66838
Rosemont,2016,COMMON ASSAULT,39.30625,-76.67218
Rosemont,2014,BURGLARY,39.30293,-76.66721
Rosemont,2017,ROBBERY - CARJACKING,39.3009,-76.67115
Rosemont,2013,AUTO THEFT,39.3002,-76.67019
Rosemont,2014,LARCENY,39.30182,-76.67098
Rosemont,2017,ROBBERY - STREET,39.30592,-76.66761
Rosemont,2016,BURGLARY,39.30224,-76.67172
Rosemont,2015,ROBBERY - STREET,39.30511,-76.67081
Rosemont,2016,AUTO THEFT,39.30276,-76.66713
Rosemont,2014,BURGLARY,39.30717,-76.67078
Rosemont,2014,AGG. ASSAULT,39.30002,-76.67028
Rosemont,2013,LARCENY,39.3089,-76.67132
Rosemont,2015,LARCENY,39.30808,-76.66987
Rosemont,2013,BURGLARY,39.30808,-76.66987
Rosemont,2014,AUTO THEFT,39.30026,-76.67015
Rosemont,2013,AGG. ASSAULT,39.30709,-76.67001
Rosemont,2013,BURGLARY,39.30386,-76.6672
Rosemont,2012,AUTO THEFT,39.30808,-76.66987
Rosemont,2017,LARCENY,39.30452,-76.67211
Rosemont,2013,AUTO THEFT,39.30705,-76.66959
Rosemont,2015,ROBBERY - STREET,39.30502,-76.67244
Rosemont,2017,AUTO THEFT,39.30108,-76.67084
Rosemont,2012,AGG. ASSAULT,39.30437,-76.67224
Rosemont,2013,AUTO THEFT,39.30149,-76.66986
Rosemont,2017,AGG. ASSAULT,39.3015,-76.66962
Rosemont,2016,AUTO THEFT,39.30457,-76.66684
Rosemont,2016,SHOOTING,39.30446,-76.6707
Rosemont,2015,BURGLARY,39.30125,-76.66963
Rosemont,2017,BURGLARY,39.30605,-76.67217
Rosemont,2014,AUTO THEFT,39.30262,-76.66828
Rosemont,2016,ASSAULT BY THREAT,39.3002,-76.67011
Rosemont,2015,LARCENY,39.30612,-76.67217
Rosemont,2015,COMMON ASSAULT,39.30343,-76.66658
Rosemont,2015,COMMON ASSAULT,39.30597,-76.67217
Rosemont,2012,LARCENY,39.30494,-76.67297
Rosemont,2016,AUTO THEFT,39.30808,-76.66987
Rosemont,2014,COMMON ASSAULT,39.30118,-76.67041
Rosemont,2012,LARCENY,39.30455,-76.66754
Rosemont,2017,AGG. ASSAULT,39.30703,-76.67081
Rosemont,2013,BURGLARY,39.30432,-76.67226
Rosemont,2015,COMMON ASSAULT,39.30346,-76.66753
Rosemont,2013,AGG. ASSAULT,39.30711,-76.66935
Rosemont,2015,LARCENY,39.30522,-76.66775
Rosemont,2015,LARCENY FROM AUTO,39.3009,-76.67115
Rosemont,2013,RAPE,39.30665,-76.67213
Rosemont,2013,AGG. ASSAULT,39.30346,-76.66748
Rosemont,2014,AUTO THEFT,39.30796,-76.67158
Rosemont,2014,AGG. ASSAULT,39.30337,-76.66909
Rosemont,2014,ASSAULT BY THREAT,39.30572,-76.67144
Rosemont,2014,BURGLARY,39.30585,-76.66943
Rosemont,2016,BURGLARY,39.30267,-76.66838
Rosemont,2015,LARCENY FROM AUTO,39.30263,-76.67083
Rosemont,2017,LARCENY,39.30118,-76.67041
Rosemont,2015,LARCENY,39.30357,-76.67058
Rosemont,2015,BURGLARY,39.30183,-76.67079
Rosemont,2015,BURGLARY,39.30108,-76.67067
Rosemont,2015,AGG. ASSAULT,39.30649,-76.67368
Rosemont,2012,BURGLARY,39.30167,-76.66922
Rosemont,2013,BURGLARY,39.3059,-76.66809
Rosemont,2017,AUTO THEFT,39.30711,-76.66935
Rosemont,2016,COMMON ASSAULT,39.30436,-76.67113
Rosemont,2017,LARCENY,39.30431,-76.67232
Rosemont,2013,COMMON ASSAULT,39.30254,-76.66916
Rosemont,2013,COMMON ASSAULT,39.30499,-76.67298
Rosemont,2013,LARCENY FROM AUTO,39.30511,-76.67081
Rosemont,2017,ARSON,39.30652,-76.66829
Rosemont,2012,COMMON ASSAULT,39.30345,-76.66778
Rosemont,2016,COMMON ASSAULT,39.30515,-76.66813
Rosemont,2017,AGG. ASSAULT,39.30267,-76.66838
Rosemont,2013,HOMICIDE,39.30269,-76.6672
Rosemont,2012,COMMON ASSAULT,39.30002,-76.67028
Rosemont,2013,SHOOTING,39.30582,-76.67078
Rosemont,2017,COMMON ASSAULT,39.30262,-76.66819
Rosemont,2015,COMMON ASSAULT,39.3001,-76.67024
Rosemont,2012,COMMON ASSAULT,39.30522,-76.66788
Rosemont,2012,BURGLARY,39.30651,-76.67364
Rosemont,2012,AUTO THEFT,39.30607,-76.6721
Rosemont,2012,COMMON ASSAULT,39.30707,-76.67247
Rosemont,2014,COMMON ASSAULT,39.30453,-76.66795
Rosemont,2015,AUTO THEFT,39.30262,-76.66823
Rosemont,2012,BURGLARY,39.30633,-76.67153
Rosemont,2015,SHOOTING,39.30516,-76.66793
Rosemont,2012,AGG. ASSAULT,39.30186,-76.67073
Rosemont,2013,AGG. ASSAULT,39.30503,-76.67073
Rosemont,2017,ROBBERY - CARJACKING,39.30091,-76.67111
Rosemont,2017,AUTO THEFT,39.30625,-76.66755
Rosemont,2013,ROBBERY - RESIDENCE,39.30108,-76.67084
Rosemont,2017,AUTO THEFT,39.30449,-76.66911
Rosemont,2015,LARCENY,39.30592,-76.66761
Rosemont,2013,COMMON ASSAULT,39.30522,-76.66773
Rosemont,2015,LARCENY,39.30443,-76.67091
Rosemont,2013,AGG. ASSAULT,39.30378,-76.66904
Rosemont,2015,BURGLARY,39.30125,-76.66962
Rosemont,2014,AGG. ASSAULT,39.30801,-76.66975
Rosemont,2012,AGG. ASSAULT,39.30597,-76.67217
Rosemont,2014,COMMON ASSAULT,39.30515,-76.66971
Rosemont,2014,AUTO THEFT,39.30592,-76.67209
Rosemont,2016,ROBBERY - CARJACKING,39.30002,-76.67028
Rosemont,2016,ROBBERY - STREET,39.3051,-76.671
Rosemont,2016,AUTO THEFT,39.30503,-76.67224
Rosemont,2017,BURGLARY,39.30521,-76.66798
Rosemont,2017,AUTO THEFT,39.30437,-76.67237
Rosemont,2015,BURGLARY,39.30296,-76.66609
Rosemont,2016,BURGLARY,39.30039,-76.67009
Rosemont,2012,ROBBERY - STREET,39.30355,-76.6663
Rosemont,2014,COMMON ASSAULT,39.30311,-76.67063
Rosemont,2015,AUTO THEFT,39.301,-76.67089
Rosemont,2017,BURGLARY,39.30024,-76.67016
Rosemont East,2013,COMMON ASSAULT,39.35557,-76.53711
Rosemont East,2013,LARCENY FROM AUTO,39.35665,-76.54101
Rosemont East,2016,BURGLARY,39.35536,-76.53286
Rosemont East,2013,ROBBERY - STREET,39.3573,-76.54312
Rosemont East,2012,COMMON ASSAULT,39.35605,-76.53552
Rosemont East,2012,BURGLARY,39.35623,-76.53254
Rosemont East,2013,ROBBERY - STREET,39.3572,-76.53997
Rosemont East,2013,BURGLARY,39.35391,-76.5345
Rosemont East,2016,AUTO THEFT,39.35665,-76.54101
Rosemont East,2012,LARCENY FROM AUTO,39.35378,-76.54031
Rosemont East,2014,ROBBERY - STREET,39.35827,-76.53814
Rosemont East,2015,AUTO THEFT,39.35383,-76.53442
Rosemont East,2016,AUTO THEFT,39.35448,-76.54232
Rosemont East,2013,BURGLARY,39.35242,-76.53433
Rosemont East,2014,LARCENY FROM AUTO,39.35341,-76.53228
Rosemont East,2014,COMMON ASSAULT,39.35391,-76.54263
Rosemont East,2014,BURGLARY,39.35666,-76.541
Rosemont East,2012,COMMON ASSAULT,39.35812,-76.54196
Rosemont East,2014,BURGLARY,39.35536,-76.54151
Rosemont East,2012,COMMON ASSAULT,39.35557,-76.53711
Rosemont East,2014,AGG. ASSAULT,39.35383,-76.53442
Rosemont East,2015,LARCENY FROM AUTO,39.35248,-76.53434
Rosemont East,2015,LARCENY,39.3548,-76.53068
Rosemont East,2013,COMMON ASSAULT,39.35553,-76.54007
Rosemont East,2013,AGG. ASSAULT,39.3572,-76.53848
Rosemont East,2013,BURGLARY,39.35658,-76.5339
Rosemont East,2015,AGG. ASSAULT,39.35127,-76.5347
Rosemont East,2015,LARCENY FROM AUTO,39.3572,-76.53848
Rosemont East,2014,LARCENY,39.3556,-76.53955
Rosemont East,2014,AGG. ASSAULT,39.35263,-76.53435
Rosemont East,2016,COMMON ASSAULT,39.35555,-76.53813
Rosemont East,2012,AGG. ASSAULT,39.35391,-76.54263
Rosemont East,2016,LARCENY,39.3556,-76.53958
Rosemont East,2013,LARCENY FROM AUTO,39.35395,-76.53443
Rosemont East,2017,ROBBERY - COMMERCIAL,39.35463,-76.53088
Rosemont East,2012,BURGLARY,39.35433,-76.53587
Rosemont East,2014,LARCENY FROM AUTO,39.35552,-76.53813
Rosemont East,2014,LARCENY FROM AUTO,39.35437,-76.53118
Rosemont East,2016,BURGLARY,39.3548,-76.53068
Rosemont East,2014,COMMON ASSAULT,39.35214,-76.53547
Rosemont East,2017,COMMON ASSAULT,39.35421,-76.53453
Rosemont East,2016,LARCENY FROM AUTO,39.35662,-76.5411
Rosemont East,2012,COMMON ASSAULT,39.35565,-76.53952
Rosemont East,2014,BURGLARY,39.35295,-76.53698
Rosemont East,2016,ROBBERY - COMMERCIAL,39.35463,-76.53088
Rosemont East,2014,LARCENY,39.35413,-76.53146
Rosemont East,2012,AGG. ASSAULT,39.35389,-76.54126
Rosemont East,2012,LARCENY,39.35383,-76.53442
Rosemont East,2012,BURGLARY,39.35374,-76.53448
Rosemont East,2013,LARCENY,39.35557,-76.53711
Rosemont East,2016,LARCENY FROM AUTO,39.3566,-76.54117
Rosemont East,2014,LARCENY,39.3564,-76.543
Rosemont East,2014,AUTO THEFT,39.35699,-76.53985
Rosemont East,2015,LARCENY,39.35543,-76.53576
Rosemont East,2013,LARCENY,39.35699,-76.53545
Rosemont East,2015,COMMON ASSAULT,39.35127,-76.5347
Rosemont East,2016,LARCENY,39.3523,-76.53353
Rosemont East,2015,BURGLARY,39.35418,-76.5314
Rosemont Homeowners/Tenan,2013,BURGLARY,39.2948,-76.65514
Rosemont Homeowners/Tenan,2015,LARCENY,39.29484,-76.65483
Rosemont Homeowners/Tenan,2016,AGG. ASSAULT,39.29447,-76.66258
Rosemont Homeowners/Tenan,2014,BURGLARY,39.29479,-76.65374
Rosemont Homeowners/Tenan,2013,COMMON ASSAULT,39.29327,-76.66152
Rosemont Homeowners/Tenan,2012,LARCENY,39.29341,-76.65833
Rosemont Homeowners/Tenan,2013,LARCENY,39.2948,-76.65361
Rosemont Homeowners/Tenan,2015,SHOOTING,39.29513,-76.65793
Rosemont Homeowners/Tenan,2013,AUTO THEFT,39.29334,-76.66019
Rosemont Homeowners/Tenan,2014,LARCENY,39.29341,-76.65833
Rosemont Homeowners/Tenan,2016,ROBBERY - STREET,39.29486,-76.65348
Rosemont Homeowners/Tenan,2017,LARCENY FROM AUTO,39.29341,-76.65833
Rosemont Homeowners/Tenan,2017,ROBBERY - COMMERCIAL,39.29341,-76.65833
Rosemont Homeowners/Tenan,2012,BURGLARY,39.29335,-76.65985
Rosemont Homeowners/Tenan,2012,AGG. ASSAULT,39.2949,-76.65329
Rosemont Homeowners/Tenan,2014,AGG. ASSAULT,39.29354,-76.65497
Rosemont Homeowners/Tenan,2013,LARCENY,39.29341,-76.65833
Rosemont Homeowners/Tenan,2015,AUTO THEFT,39.2939,-76.65324
Rosemont Homeowners/Tenan,2014,COMMON ASSAULT,39.2948,-76.65511
Rosemont Homeowners/Tenan,2013,LARCENY,39.29341,-76.65833
Rosemont Homeowners/Tenan,2017,AGG. ASSAULT,39.29449,-76.66199
Rosemont Homeowners/Tenan,2013,BURGLARY,39.29467,-76.65871
Rosemont Homeowners/Tenan,2013,LARCENY,39.29341,-76.65833
Rosemont Homeowners/Tenan,2013,LARCENY,39.29381,-76.6617
Rosemont Homeowners/Tenan,2013,AGG. ASSAULT,39.29409,-76.65545
Rosemont Homeowners/Tenan,2014,COMMON ASSAULT,39.29484,-76.65388
Rosemont Homeowners/Tenan,2012,LARCENY FROM AUTO,39.2941,-76.65521
Rosemont Homeowners/Tenan,2012,LARCENY FROM AUTO,39.29453,-76.6609
Rosemont Homeowners/Tenan,2014,COMMON ASSAULT,39.29474,-76.65515
Rosemont Homeowners/Tenan,2017,LARCENY FROM AUTO,39.29341,-76.65833
Rosemont Homeowners/Tenan,2014,LARCENY FROM AUTO,39.2949,-76.65329
Rosemont Homeowners/Tenan,2013,AGG. ASSAULT,39.29354,-76.65497
Rosemont Homeowners/Tenan,2016,BURGLARY,39.29325,-76.6619
Rosemont Homeowners/Tenan,2013,ARSON,39.2941,-76.65501
Rosemont Homeowners/Tenan,2013,AGG. ASSAULT,39.29361,-76.65343
Rosemont Homeowners/Tenan,2012,AGG. ASSAULT,39.29341,-76.65833
Rosemont Homeowners/Tenan,2017,AUTO THEFT,39.29356,-76.65477
Rosemont Homeowners/Tenan,2016,ROBBERY - STREET,39.29471,-76.65754
Rosemont Homeowners/Tenan,2012,LARCENY,39.29466,-76.65734
Rosemont Homeowners/Tenan,2014,AGG. ASSAULT,39.29342,-76.65803
Rosemont Homeowners/Tenan,2016,AUTO THEFT,39.29345,-76.65784
Rosemont Homeowners/Tenan,2015,LARCENY,39.29402,-76.65787
Rosemont Homeowners/Tenan,2013,AUTO THEFT,39.29405,-76.65653
Rosemont Homeowners/Tenan,2014,AGG. ASSAULT,39.29409,-76.65395
Rosemont Homeowners/Tenan,2012,BURGLARY,39.2942,-76.65325
Rosemont Homeowners/Tenan,2015,COMMON ASSAULT,39.29394,-76.65814
Rosemont Homeowners/Tenan,2013,BURGLARY,39.29409,-76.65395
Rosemont Homeowners/Tenan,2015,COMMON ASSAULT,39.29349,-76.6565
Rosemont Homeowners/Tenan,2016,LARCENY,39.29341,-76.65833
Rosemont Homeowners/Tenan,2016,COMMON ASSAULT,39.29473,-76.65705
Rosemont Homeowners/Tenan,2016,LARCENY,39.29397,-76.6586
Rosemont Homeowners/Tenan,2015,AUTO THEFT,39.2949,-76.65329
Rosemont Homeowners/Tenan,2014,LARCENY FROM AUTO,39.29341,-76.65833
Rosemont Homeowners/Tenan,2017,COMMON ASSAULT,39.29454,-76.66139
Rosemont Homeowners/Tenan,2014,AGG. ASSAULT,39.29361,-76.65343
Rosemont Homeowners/Tenan,2016,AGG. ASSAULT,39.29354,-76.65516
Rosemont Homeowners/Tenan,2017,AGG. ASSAULT,39.29461,-76.65879
Rosemont Homeowners/Tenan,2013,BURGLARY,39.29472,-76.65725
Rosemont Homeowners/Tenan,2015,LARCENY,39.29514,-76.65793
Rosemont Homeowners/Tenan,2017,COMMON ASSAULT,39.29537,-76.65908
Rosemont Homeowners/Tenan,2015,LARCENY FROM AUTO,39.29465,-76.65904
Rosemont Homeowners/Tenan,2017,AGG. ASSAULT,39.29449,-76.66199
Rosemont Homeowners/Tenan,2012,LARCENY,39.29388,-76.65983
Rosemont Homeowners/Tenan,2017,AUTO THEFT,39.29399,-76.6582
Rosemont Homeowners/Tenan,2014,LARCENY,39.29486,-76.65348
Rosemont Homeowners/Tenan,2012,LARCENY,39.29341,-76.65833
Rosemont Homeowners/Tenan,2016,AGG. ASSAULT,39.29467,-76.65859
Rosemont Homeowners/Tenan,2013,COMMON ASSAULT,39.29399,-76.65652
Rosemont Homeowners/Tenan,2017,LARCENY,39.29449,-76.66199
